institution_name,12_Month_Enrollment
Automeca Technical College-Aguadilla,481
North Central Institute,52
Pipo Academy of Hair Design,24
Tint School of Makeup and Cosmetology-Dallas,321
United Technical Center,29
Charles H McCann Technical School,63
Central California School of Continuing Education,257
HCA Florida Mercy Hospital School of Practical Nursing,143
Marion Technical College,505
Rivertown School of Beauty Barber Skin Care and Nails,210
Atlanta Institute of Music and Media,172
Illinois Media School,122
New Dimensions School of Hair Design,28
Forbes Road Career and Technology Center,1
Jna Institute of Culinary Arts,49
Putnam Career and Technical Center,43
Crawford County Career and Technical Center Practical Nursing Program,39
Texas College of Cosmetology-San Angelo,76
Automeca Technical College-Bayamon,897
Automeca Technical College-Caguas,269
Automeca Technical College-Ponce,502
Centura College-Chesapeake,188
University of Phoenix-Hawaii,232
Prism Career Institute-Cherry Hill,280
Escuela de Peritos Electricistas de Isabela Inc,97
Yeshiva D'monsey Rabbinical College,111
Lincoln Technical Institute-Mahwah,845
Career Technical Institute,424
Northwest Vista College,5081
Oconee Fall Line Technical College,485
York County Community College,558
Western Suffolk BOCES,296
Arkansas State University-Mountain Home,701
Columbia Gorge Community College,471
Tillamook Bay Community College,182
Manhattan School of Computer Technology,696
Ross College-Hopkinsville,110
Paul Mitchell the School-St. George,130
Arizona College of Nursing-Tempe,881
Vanguard-Sentinel Adult Career and Technology Center,37
Academy of Beauty Professionals,41
Living Arts College,344
New York Conservatory for Dramatic Arts,356
Eastern International College-Jersey City,313
Academia Serrant Inc,335
San Joaquin Valley College-Trades Education Center,221
Pacific College,432
American College of Healthcare and Technology,323
Compu-Med Vocational Careers Corp,293
Advantage Technical College,529
Mid Cities Barber College,63
Oregon Coast Community College,228
Gwinnett College-Sandy Springs,97
Mildred Elley-Pittsfield Campus,416
Embry-Riddle Aeronautical University-Worldwide,7394
Merkaz Bnos-Business School,184
Lia Schorr Institute of Cosmetic Skin Care Training,89
CET-Alexandria,147
Aviation Institute of Maintenance-Norfolk,368
Centura College-Richmond Main,229
Osceola Technical College,545
Miami Ad School,146
Green Country Technology Center,51
Nova College de Puerto Rico,343
John Wesley International Barber and Beauty College,85
Miller-Motte College-Platt College-Lawton,226
Southeastern College-West Palm Beach,469
Ottawa University-Milwaukee,68
Klamath Community College,759
L3Harris Flight Academy,743
Urban College of Boston,93
Strayer University-Maryland,383
Empire Beauty School-Monroeville,106
Southern Careers Institute-San Antonio,917
Cayce/Reilly School of Massage,30
Prism Career Institute-West Atlantic City,236
Studio Jewelers,34
Praxis Institute,417
San Juan Bautista School of Medicine,61
Texas Health and Science University,17
Carver Career Center,183
Cayuga Onondaga BOCES-Practical Nursing Program,48
Clearfield County Career and Technology Center,71
Colegio de Cinematografía Artes y Television,594
Delaware County Technical School-Practical Nursing Program,135
Mid-Del Technology Center,68
New York Institute of Massage Inc,55
Dutchess BOCES-Practical Nursing Program,46
Escuela Tecnica de Electricidad,541
Institute of Technology,2047
Garnet Career Center,97
Bristol Technical Education Center,77
Genesee Valley BOCES-Practical Nursing Program,123
Henrico County-Saint Marys Hospital School of Practical Nursing,32
Herkimer County BOCES-Practical Nursing Program,17
Graduate America College,28
Cape Coral Technical College,473
UPMC Mercy School of Nursing,175
Ocean County Vocational-Technical School,368
Trinity College of Puerto Rico,153
Yeshiva of the Telshe Alumni,102
Kenneth Shuler School of Cosmetology-Rock Hill,191
CET-El Paso,89
Platt College-Ontario,775
Delaware College of Art and Design,125
American University of Health Sciences,420
Career Networks Institute,574
Monty Tech,37
Okaloosa Technical College,406
Lincoln Technical Institute-Lincoln,753
Wayne County Schools Career Center,194
Carolinas College of Health Sciences,94
Western Governors University,134428
California Aeronautical University,287
Herzing University-New Orleans,327
Florida Gulf Coast University,11327
Little Priest Tribal College,87
South Louisiana Community College,5103
Pima Medical Institute-Chula Vista,1279
Lincoln College of Technology-Marietta,552
Academy of Hair Design-Lufkin,102
Pathway Vocational Academy,30
Anson College of Cosmetology,4
Cortiva Institute,191
Toni & Guy Hairdressing Academy-Worcester,355
Northwest HVAC/R Training Center,44
Myotherapy Institute,30
New Professions Technical Institute,101
Strand College of Hair Design,112
City College-Miami,59
Ilisagvik College,58
Community College of Baltimore County,5154
White Earth Tribal and Community College,113
Blue Cliff College-Metairie,1415
Creative Images Institute of Cosmetology-North Dayton,180
Dewey University-Carolina,499
Yeshiva College of the Nations Capital,20
Louisiana State University Health Sciences Center-Shreveport,36
Central Career Institute LLC,154
Hair Academy II,203
Mr Leon's School of Hair Design-Lewiston,17
River Parishes Community College,1799
Los Angeles Film School,6753
Century College,624
FINE Mortuary College,21
International Baptist College and Seminary,41
Gwinnett College,99
Fortis College-Foley,172
Medical Training College,402
Toni & Guy Hairdressing Academy-Plano,229
University of Connecticut-Waterbury Campus,776
University of Connecticut-Avery Point,546
University of Connecticut-Stamford,1933
University of Management and Technology,524
Baton Rouge Community College,5402
IYRS School of Technology & Trades,111
Linfield University-School of Nursing,463
Linfield University-Online and Continuing Education,26
Midwest Technical Institute-Illinois,726
Advanced Barber College and Hair Design,278
The College of Health Care Professions-Austin,813
New Community Career & Technical Institute,100
The Chicago School-College of Nursing,246
Professional Golfers Career College,118
Chester Career College,304
Milan Institute-San Antonio Ingram,375
Rudae's School of Beauty Culture-Ft Wayne,162
Carrington College-San Jose,840
Brookline College-Tucson,265
Miller-Motte College-McCann-Lewisburg,300
Carrington College-Pleasant Hill Campus,417
Cortiva Institute,387
Modern Hairstyling Institute-Carolina,205
Stratford University,1012
Universal Technical Institute of California Inc,1956
American InterContinental University-Atlanta,2309
The Academy of Hair Design Six,24
Eastern West Virginia Community and Technical College,175
Aviation Institute of Maintenance-Indianapolis,256
IVAEM College,69
Midwest College of Oriental Medicine-Skokie,11
Carrington College-Spokane,588
Cascadia College,1997
CBD College,1169
Atlantic Institute of Oriental Medicine,27
MDT College of Health Sciences,243
Bennett Career Institute,169
Blue Cliff College-Lafayette,491
Quest College,236
Community Care College,892
Erie 1 BOCES,744
HDS Truck Driving Institute,258
International Training Careers,154
The King's University,222
Fortis College-Baton Rouge,597
My Le's Beauty College,288
New Concept Massage and Beauty School,45
New York College of Traditional Chinese Medicine,86
Fortis College-Orange Park,601
Omega Institute of Cosmetology,71
Pacific Islands University,35
PCI College,132
Rosedale Bible College,57
Shawnee Beauty College,51
Acupuncture and Massage College,151
Aviation Institute of Maintenance-Atlanta,1396
Empire Beauty School-Kennesaw,120
Huntingdon County Career and Technology Center,55
Missouri College of Cosmetology North,84
New York Automotive and Diesel Institute,376
Remington College-Baton Rouge Campus,182
New Saint Andrews College,142
Arkansas State University-Newport,1376
Atenas College,797
Onondaga Cortland Madison BOCES,629
National American University-Ellsworth,25
Interactive College of Technology,65
Pillar College,301
Miami Ad School-San Francisco,41
Oregon State University-Cascades Campus,515
Milan Institute-Amarillo,159
Texas Barber College,856
Miller-Motte College-Charleston,627
American Career College-Anaheim,1773
Saginaw Chippewa Tribal College,46
Northwest College-Hillsboro,48
East Valley Institute of Technology,22
Smith Chason College,1353
Design's School of Cosmetology,131
Ultimate Medical Academy,28051
Florida Barber Academy,276
M-DCPS The English Center,174
Florida Education Institute,436
Texas County Technical College,87
Aviation Institute of Maintenance-Kansas City,290
Blue Cliff College-Gulfport,609
Institute for Therapeutic Massage,115
Metropolitan Learning Institute,495
Orleans Niagara BOCES-Practical Nursing Program,44
Yeshiva Shaarei Torah of Rockland,110
Leon Studio One School of Beauty Knowledge,20
American Institute of Alternative Medicine,475
Brown Aveda Institute-Mentor,133
Institute of Technology,506
Susquehanna County Career and Technology Center,66
Universidad Pentecostal Mizpa,121
Caribbean Forensic and Technical College,164
Concorde Career College-Grand Prairie,1312
Lamar Institute of Technology,2048
Aviation Institute of Maintenance-Dallas,686
Healing Mountain Massage School,165
Eastern Virginia Career College,312
"Rudy & Kelly Academy, A Paul Mitchell Partner School",168
Nevada State University,2436
California State University-Channel Islands,6332
Franklin W Olin College of Engineering,358
Lincoln Technical Institute-Paramus,605
Pima Medical Institute-Colorado Springs,892
Birthwise Midwifery School,67
Paul Mitchell the School-Costa Mesa,383
Tulsa Welding School-Jacksonville,1728
Pennsylvania College of Health Sciences,620
West Virginia Junior College-Bridgeport,219
St Louis College of Health Careers-Fenton,485
Interactive College of Technology-Gainesville,69
San Joaquin Valley College-Ontario,1408
Alaska Christian College,120
University of Arkansas Grantham,2164
Carrington College-Albuquerque,605
NASCAR Technical Institute,1543
University of the Potomac-VA Campus,54
Milan Institute-Palm Desert,205
Tohono O'Odham Community College,183
Pacific College of Health and Science,38
Southwest Institute of Healing Arts,848
